gene1	gene2	PIP
MIS18A	TFF1	0.000833333333333333
LOC100506403	UBASH3A	0.005
BTG3-AS1	RSPH1	0.00466666666666667
LINC00515	SLC37A1	0.0015
LINC01436	SLC37A1	0.002
LOC101930094	SLC37A1	0.00283333333333333
GRIK1-AS1	LINC01671	0.00216666666666667
SYNJ1	LINC01671	0.003
LOC100506403	LINC01671	0.0065
LINC00114	PDE9A	0.00166666666666667
MAP3K7CL	WDR4	0.00383333333333333
KCNE1	WDR4	0.0025
GRIK1-AS2	ERVH48-1	0.00566666666666667
ITSN1	ERVH48-1	0.01
CBR3-AS1	ERVH48-1	0.00416666666666667
ADAMTS5	PKNOX1	0.0185
SAMSN1	RRP1B	0.000333333333333333
TMPRSS15	RRP1B	0.000333333333333333
SAMSN1	PDXK	0.0101666666666667
D21S2088E	CSTB	0.00266666666666667
BTG3-AS1	RRP1	0.000333333333333333
LINC01697	AATBC	0.00233333333333333
SAMSN1	AGPAT3	0.0025
KRTAP19-7	TRAPPC10	0.0085
MRAP	DNMT3L	0.0115
KRTAP19-7	PFKL	0.00166666666666667
LINC02246	CFAP410	0.0045
LINC00945	CFAP410	0.000166666666666667
LOC110091776	TRPM2	0.001
BACE2	TRPM2	0.00266666666666667
TFF3	TRPM2	0.000333333333333333
POTED	TRPM2-AS	0.0025
TMEM50B	TRPM2-AS	0.0035
ITSN1	TRPM2-AS	0.000666666666666667
ITSN1	LINC02575	0.000833333333333333
EVA1C	TSPEAR-AS1	0.00183333333333333
LRRC3-DT	TSPEAR-AS1	0.0115
ITSN1	TSPEAR-AS2	0.00166666666666667
LCA5L	KRTAP10-3	0.003
DSCAM	KRTAP10-3	5e-04
AGPAT3	KRTAP10-3	0.00533333333333333
GRIK1	KRTAP10-10	0.00483333333333333
MIR548XHG	UBE2G2	5e-04
PSMG1	UBE2G2	5e-04
LINC00317	LINC01424	0.0035
CYYR1-AS1	SUMO3	0.007
C21orf91-OT1	PTTG1IP	0.000166666666666667
GABPA	ITGB2-AS1	0.00316666666666667
MX1	ITGB2-AS1	0.0045
PFKL	ITGB2-AS1	0.005
KRTAP20-1	LINC00163	0.0153333333333333
LINC00649	LINC00163	5e-04
MORC3	LINC00163	0.001
GET1-SH3BGR	LINC00163	0.00283333333333333
UBASH3A	LINC00163	0.00466666666666667
PKNOX1	LINC00163	0.00116666666666667
KRTAP10-3	LINC00163	0.00716666666666667
MIS18A	ADARB1	0.0293333333333333
BRWD1	ADARB1	0.000833333333333333
SCAF4	POFUT2	5e-04
MIR99AHG	LINC00205	0.00466666666666667
NCAM2	LINC00205	0.00283333333333333
ADAMTS1	COL18A1	0.004
LINC01424	COL18A1	0.00533333333333333
USP25	LOC101928796	0.00216666666666667
LINC00515	LOC101928796	0.0173333333333333
MRPL39	LOC101928796	0.004
N6AMT1	LOC101928796	0.0055
MAP3K7CL	LOC101928796	0.00166666666666667
CSTB	LOC101928796	0.0025
TRPM2	LOC101928796	0.000333333333333333
LINC00163	LOC101928796	0.0155
SAMSN1	COL6A1	0.00483333333333333
LINC01425	COL6A1	0.0035
PDXK	COL6A1	0.00666666666666667
LINC00205	COL6A1	0.00283333333333333
COL18A1-AS1	COL6A1	0.000666666666666667
D21S2088E	COL6A2	0.00366666666666667
ZNF295-AS1	COL6A2	0.0035
POTED	FTCD	0.002
C21orf91	FTCD	0.00416666666666667
LINC00945	FTCD	0.000833333333333333
IFNAR1	FTCD	0.000333333333333333
KCNE1	FTCD	0.0106666666666667
ADAMTS1	SPATC1L	0.0131666666666667
LINC00945	MCM3AP	0.00166666666666667
DYRK1A	MCM3AP	0.00183333333333333
SCAF4	C21orf58	0.00216666666666667
TRPM2	PCNT	0.00816666666666667
MCM3AP-AS1	PCNT	0.0118333333333333
ETS2	PRMT2	0.0035
