genes	pip
RABEP2	0
CD19	0
NFATC2IP	0.00550275137568784
SPNS1	0
LAT	0
RRN3P2	0
SNX29P2	0
NPIPB11	0
SMG1P6	0.0150075037518759
SMG1P2	0
SPN	0
QPRT	0
C16orf54	0
ZG16	0
KIF22	0
MAZ	0
PRRT2	0.00275137568784392
MVP	0
CDIPT	0
CDIPTOSP	0.0185092546273137
SEZ6L2	0
KCTD13	0
TMEM219	0
TAOK2	0
INO80E	0
DOC2A	0
TLCD3B	0
LOC112694756	0
TBX6	0
YPEL3	0
LOC101928595	0
GDPD3	0
MAPK3	0.0252626313156578
CORO1A	0
SMG1P5	0.0415207603801901
CD2BP2	0.00375187593796898
TBC1D10B	0.00200100050025012
ZNF48	0
ITGAL	0
ZNF764	0.00525262631315658
ZNF689	0
PRR14	0
FBRS	0
SRCAP	0
PHKG2	0.213106553276638
RNF40	0
BCL7C	0.0655327663831916
MIR762HG	0.0222611305652826
CTF1	0
FBXL19	0
ORAI3	0
SETD1A	0
STX1B	0
STX4	0
ZNF668	0
ZNF646	0.0225112556278139
PRSS53	0
VKORC1	0
KAT8	0
PRSS8	0.0285142571285643
PRSS36	0
FUS	0
TRIM72	0
ITGAM	0.0680340170085043
ITGAX	0
ITGAD	0
ZNF843	0
ARMC5	0.0247623811905953
TGFB1I1	0.0102551275637819
RUSF1	0
AHSP	0
LINC02190	0
FRG2KP	0
YBX3P1	0
CLUHP3	0
ZNF720	0
ZNF267	0
LOC102723753	0
LINC01566	0
ANKRD26P1	0
SHCBP1	0.00750375187593797
VPS35	0
MYLK3	0.00400200100050025
C16orf87	0.0402701350675338
GPT2	0
DNAJA2	0
NETO2	0
ITFG1-AS1	0
ITFG1	0
PHKB	0
LINC02192	0
LINC02133	0.0915457728864432
LINC02134	0
ABCC12	0
ABCC11	0
LONP2	0.0240120060030015
SIAH1	0
N4BP1	0
CBLN1	0
C16orf78	0
ZNF423	0.0822911455727864
CNEP1R1	0.113806903451726
HEATR3	0
TENT4B	0
ADCY7	0
BRD7	0.0110055027513757
LINC02178	0
NKD1	0
SNX20	0.0150075037518759
LOC101927272	0
NOD2	0.0335167583791896
CYLD	0.0360180090045022
LINC02127	0
SALL1	0
LINC01571	0.0270135067533767
LINC00919	0
LINC02180	0.523011505752876
CASC22	0
TOX3	0
CASC16	0
LOC105371267	0
CHD9	0
LOC643802	0.0115057528764382
LOC102723373	0
RBL2	0
AKTIP	0
RPGRIP1L	0.00225112556278139
FTO	0
LINC02169	0
IRX3	0
LINC02140	0
LOC101927480	0
CRNDE	0
IRX5	0
IRX6	0
MMP2-AS1	0.0270135067533767
MMP2	0
LPCAT2	0
SLC6A2	0
CES1P2	0
CES1P1	0
CES1	0
CES5A	0
LOC283856	0
GNAO1	0.149824912456228
AMFR	0
NUDT21	0
OGFOD1	0.00650325162581291
BBS2	0.0697848924462231
MT4	0
MT1L	0
MT1E	0
MT1JP	0
MT1A	0.0120060030015008
MT1DP	0
MT1B	0.0440220110055028
MT1F	0
MT1G	0
MT1H	0
MT1IP	0
NUP93	0.142821410705353
SLC12A3	0.0527763881940971
HERPUD1	0
CETP	0
NLRC5	0
CPNE2	0
PSME3IP1	0
RSPRY1	0
PLLP	0.272886443221611
CCL22	0.00400200100050025
CX3CL1	0
CCL17	0.0115057528764382
CIAPIN1	0
COQ9	0
POLR2C	0.632816408204102
DOK4	0
CCDC102A	0
ADGRG5	0.0250125062531266
ADGRG1	0
ADGRG3	0
DRC7	0
KATNB1	0.00825412706353177
KIFC3	0.0670335167583792
LOC388282	0
CNGB1	0
TEPP	0
ZNF319	0.0312656328164082
USB1	0
MMP15	0
CFAP20	0.00300150075037519
CSNK2A2	0
CCDC113	0
PRSS54	0
GINS3	0
NDRG4	0
SETD6	0
CNOT1	0
SLC38A7	0
GOT2	0.0372686343171586
LINC02141	0
CDH8	0.0525262631315658
CDH11	0
LINC02126	0
LINC00922	0
CDH5	0
LINC00920	0.00250125062531266
BEAN1	0
BEAN1-AS1	0
TK2	0
CMTM2	0
CMTM3	0.0420210105052526
CMTM4	0
DYNC1LI2	0.149324662331166
TERB1	0
NAE1	0
CA7	0
PDP2	0.0350175087543772
CDH16	0
RRAD	0
CES2	0.00300150075037519
CES3	0.0292646323161581
CES4A	0
CBFB	0
C16orf70	0
TRADD	0
FBXL8	0
NOL3	0
KIAA0895L	0
EXOC3L1	0
E2F4	0
ELMO3	0
LRRC29	0.169084542271136
FHOD1	0.0340170085042521
SLC9A5	0
PLEKHG4	0
KCTD19	0.277888944472236
LRRC36	0.0660330165082541
ZDHHC1	0
HSD11B2	0
ATP6V0D1	0
LOC100505942	0
RIPOR1	0
CTCF	0.0422711355677839
CARMIL2	0
ACD	0.0340170085042521
ENKD1	0
GFOD2	0
RANBP10	0
TSNAXIP1	0
CENPT	0.0125062531265633
NUTF2	0
EDC4	0.00450225112556278
NRN1L	0
PSKH1	0
SLC12A4	0
DPEP3	0.0137568784392196
DPEP2	0.0257628814407204
DPEP2NB	0.0437718859429715
DDX28	0
DUS2	0
NFATC3	0
ESRP2	0
PLA2G15	0
SLC7A6	0
SLC7A6OS	0
PRMT7	0
SMPD3	0
ZFP90	0.0290145072536268
CDH3	0
CDH1	0
TANGO6	0.0577788894447224
HAS3	0
UTP4	0
SNTB2	0
VPS4A	0.0325162581290645
COG8	0
NIP7	0
TMED6	0.148324162081041
TERF2	0
CYB5B	0
NFAT5	0
NQO1	0.00450225112556278
NOB1	0
WWP2	0
CLEC18A	0
PDXDC2P-NPIPB14P	0
PDPR	0
CLEC18C	0.00625312656328164
SMG1P7	0.0210105052526263
AARS1	0
DDX19B	0.00825412706353177
LOC100506083	0
DDX19A	0.0115057528764382
ST3GAL2	0
FCSK	0
COG4	0.189844922461231
SF3B3	0
IL34	0
MTSS2	0
VAC14	0
VAC14-AS1	0
HYDIN	0
CMTR2	0
CALB2	0
LINC02136	0
TLE7	0
ZNF23	0
ZNF19	0
LOC105371335	0.023511755877939
CHST4	0
TAT-AS1	0.0132566283141571
TAT	0
MARVELD3	0
PHLPP2	0.0515257628814407
AP1G1	0.0525262631315658
ATXN1L	0
ZNF821	0.0115057528764382
IST1	0.072536268134067
PKD1L3	0.00150075037518759
DHODH	0
HP	0
HPR	0
TXNL4B	0.096048024012006
DHX38	0
PMFBP1	0
LINC01572	0.0942971485742871
ZFHX3	0
HCCAT5	0.117308654327164
LINC01568	0.083791895947974
LOC101928035	0
PSMD7	0
LOC283922	0.0220110055027514
LOC105376772	0
GLG1	0
RFWD3	0.0615307653826913
MLKL	0
FA2H	0
WDR59	0
ZNRF1	0
LDHD	0
ZFP1	0.028264132066033
CTRB2	0.027263631815908
CTRB1	0
LOC100506281	0.0220110055027514
BCAR1	0
CFDP1	0.0425212606303152
TMEM170A	0
CHST6	0
CHST5	0
TMEM231	0
GABARAPL2	0
ADAT1	0
KARS1	0
TERF2IP	0.0127563781890945
DUXB	0
CPHXL	0
CNTNAP4	0
LINC02125	0.0240120060030015
MIR4719	0
MON1B	0
SYCE1L	0.0507753876938469
ADAMTS18	0
NUDT7	0.0105052526263132
VAT1L	0.0145072536268134
CLEC3A	0.0135067533766883
WWOX	0
MAF	0.00900450225112556
MAFTRR	0.101800900450225
LINC01229	0.0305152576288144
LOC102724084	0
LINC01227	0
CDYL2	0
ARLNC1	0.0390195097548774
CMC2	0
CENPN	0
ATMIN	0.164832416208104
C16orf46	0.148074037018509
GCSH	0
PKD1L2	0.0505252626313157
BCO1	0
GAN	0.087543771885943
CMIP	0
PLCG2	0
SDR42E1	0
HSD17B2	0
MPHOSPH6	0
CDH13	0
LOC101928446	0
LOC101928417	0.0237618809404702
LOC102724163	0
HSBP1	0
MLYCD	0
OSGIN1	0
NECAB2	0.0140070035017509
SLC38A8	0
MBTPS1	0
HSDL1	0
DNAAF1	0
TAF1C	0.036768384192096
LOC654780	0
KCNG4	0
WFDC1	0.0830415207603802
ATP2C2	0.127813906953477
ATP2C2-AS1	0
MEAK7	0
COTL1	0
KLHL36	0
USP10	0
CRISPLD2	0
ZDHHC7	0
KIAA0513	0
CIBAR2	0.0212606303151576
LINC02139	0
MIR12128	0
LINC00311	0
GSE1	0
GINS2	0.101800900450225
C16orf74	0
EMC8	0
COX4I1	0
IRF8	0
LINC01082	0
LINC01081	0
LINC02135	0.00100050025012506
LINC00917	0
FENDRR	0.0435217608804402
FOXF1	0
MTHFSD	0
FLJ30679	0.0262631315657829
FOXL1	0
LINC02188	0
LINC02181	0
LOC101928708	0
LOC101928682	0
C16orf95	0
FBXO31	0.064032016008004
MAP1LC3B	0
ZCCHC14	0
LOC101928737	0
JPH3	0.00375187593796898
KLHDC4	0.0825412706353177
LOC102724467	0
SLC7A5	0.0100050025012506
CA5A	0
BANP	0.00450225112556278
LOC400553	0.00275137568784392
LINC02182	0.0187593796898449
ZNF469	0
ZFPM1	0
LOC100128882	0
ZC3H18	0
IL17C	0.423211605802901
CYBA	0.192096048024012
MVD	0.00125062531265633
SNAI3-AS1	0
RNF166	0
CTU2	0
PIEZO1	0
LOC100289580	0
LOC339059	0
CDT1	0.535767883941971
APRT	0
GALNS	0
TRAPPC2L	0
PABPN1L	0.17783891945973
CBFA2T3	0
LOC101927793	0.0505252626313157
LOC100129697	0
ACSF3	0
LINC00304	0
LINC02138	0
CDH15	0
SLC22A31	0
ZNF778	0
ANKRD11	0.0150075037518759
LOC101927817	0
SPG7	0
RPL13	0.0860430215107554
CPNE7	0
DPEP1	0
CHMP1A	0
SPATA33	0
CDK10	0
SPATA2L	0.00500250125062531
VPS9D1	0
VPS9D1-AS1	0.0297648824412206
ZNF276	0
FANCA	0
SPIRE2	0
TCF25	0
MC1R	0.0105052526263132
TUBB3	0
DEF8	0
CENPBD1	0
AFG3L1P	0.0100050025012506
DBNDD1	0.140570285142571
GAS8	0
URAHP	0
PRDM7	0
